Facility Name,Area / Location,Sports Offered,Indoor / Outdoor,Swimming Pool,Gym,Exact Opening Hours,Typical Hourly Rate (PKR)
Delta Padel Arena,Steel Town,Padel,Outdoor,No,No,7:00 AM – 11:00 PM,4000 - 8000
Beta Tennis Arena,Johar Block 1,Tennis,Outdoor,No,No,4:00 PM – 1:00 AM,1500 - 4000 
Titan Football Arena,Gulshan Block 15,Football,Outdoor,No,No,7:00 AM – 11:00 PM,4000 - 7000
Core Swimming Arena,DHA Phase 4,Swimming Pool,Mixed,Yes,No,7:00 AM – 11:00 PM,500 - 2000 
Sonic Futsal Point,DHA Phase 6,Futsal,Outdoor,No,No,24 Hours,3500 - 6000
Fusion Padel Complex,FB Area Block 15,Padel,Outdoor,No,No,6:00 AM – 10:00 PM,4000 - 8000
Titan Tennis Complex,North Karachi 11,Tennis,Outdoor,No,No,4:00 PM – 1:00 AM,1500 - 4000 
Smash X KDA,KDA Scheme 1,"Padel, Pickleball",Outdoor,No,No,7 AM – 4 AM,4500 - 7500
Padelverse,Clifton Block 13,Padel,Indoor,No,No,24 Hours,5000 - 8000
Matchbox Padel,Malir Cantt,Padel,Outdoor,No,No,4 PM – 1 AM,6000 - 8000
Velocity X,DHA Phase 6,"Gym, MMA, HIIT",Indoor,No,Yes,6 AM – 12 AM,16000
Ignite Pavilion,Gulshan-e-Iqbal,"Futsal, Padel",Outdoor,No,No,6 AM – 8 PM,6500
DA Sunset Club,DHA Phase 2,"Swimming, Tennis, Gym",Mixed,Yes,Yes,7 AM – 10 PM,600
Aga Khan Centre,Stadium Road,"Swim, Football, Tennis",Mixed,Yes,Yes,7 AM – 11 PM,Membership
Urban Turf,DHA Phase 8,"Futsal, Cricket",Outdoor,No,No,24 Hours,3000 - 5000
Shapes Health,Old Clifton,"Gym, Swim, Squash",Mixed,Yes,Yes,6 AM – 10 PM,12000
Apex Basketball,Liaquatabad,Basketball,Outdoor,No,No,4 PM – 1 AM,1000 - 3000
Titan Basketball,North Nazimabad H,Basketball,Outdoor,No,No,4 PM – 1 AM,1000 - 3000
Power Futsal,Sindhi Muslim,Futsal,Outdoor,No,No,24 Hours,3500 - 6000
Fusion Badminton,Saddar,Badminton,Indoor,No,No,6 AM – 10 PM,500 - 1500
Pulse Basketball,Malir Cantt,Basketball,Outdoor,No,No,4 PM – 1 AM,1000 - 3000
Direct Cricket,Defence View,Cricket Academy,Outdoor,No,No,4 PM – 1 AM,2000 - 5000
Core Padel Johar,Johar Block 15,Padel,Outdoor,No,No,4 PM – 1 AM,4000 - 8000
Turbo Swimming,PECHS Block 6,Swimming Pool,Mixed,Yes,No,24 Hours,500 - 2000
Zenith Football,PECHS Block 2,Football,Outdoor,No,No,7 AM – 11 PM,4000 - 7000
Apex Football,DHA Phase 1,Football,Outdoor,No,No,4 PM – 1 AM,4000 - 7000
Solid TT Zone,Garden West,Table Tennis,Indoor,No,No,8 AM – 8 PM,300 - 800
Turbo Padel,Baldia Town,Padel,Outdoor,No,No,7 AM – 11 PM,4000 - 8000
Flash TT Center,Garden East,Table Tennis,Indoor,No,No,7 AM – 11 PM,300 - 800
Turbo Football,Defence View,Football,Outdoor,No,No,8 AM – 8 PM,4000 - 7000
Wave Basketball,North Nazimabad L,Basketball,Outdoor,No,No,4 PM – 1 AM,1000 - 3000
Orbit Futsal,Johar Block 12,Futsal,Outdoor,No,No,24 Hours,3500 - 6000
Apex Swim Club,Baldia Town,Swimming Pool,Mixed,Yes,No,6 AM – 10 PM,500 - 2000
Core TT Spot,North Nazimabad H,Table Tennis,Indoor,No,No,7 AM – 11 PM,300 - 800
Quantum Futsal,Gulshan Block 10,Futsal,Outdoor,No,No,8 AM – 8 PM,3500 - 6000
Gold Padel PECHS,PECHS Block 2,Padel,Outdoor,No,No,4 PM – 1 AM,4000 - 8000
Rapid Swim Hub,Naval Colony,Swimming Pool,Mixed,Yes,No,6 AM – 10 PM,500 - 2000
Fusion Tennis,Orangi Town,Tennis,Outdoor,No,No,24 Hours,1500 - 4000
Pulse Cricket,PECHS Block 6,Cricket Academy,Outdoor,No,No,7 AM – 11 PM,2000 - 5000
Zenith Futsal,DHA Phase 4,Futsal,Outdoor,No,No,7 AM – 11 PM,3500 - 6000
Pulse Tennis,FB Area Block 6,Tennis,Outdoor,No,No,6 AM – 10 PM,1500 - 4000
Power Swim Spot,PECHS Block 2,Swimming Pool,Mixed,Yes,No,8 AM – 8 PM,500 - 2000
Titan Tennis,Steel Town,Tennis,Outdoor,No,No,6 AM – 10 PM,1500 - 4000
Pulse Football,Model Colony,Football,Outdoor,No,No,4 PM – 1 AM,4000 - 7000
Flash Tennis,Gulshan Block 7,Tennis,Outdoor,No,No,6 AM – 10 PM,1500 - 4000
Silver Padel,Mehmoodabad,Padel,Outdoor,No,No,4 PM – 1 AM,4000 - 8000
Iron Table Tennis,Naval Colony,Table Tennis,Indoor,No,No,24 Hours,300 - 800
Iron Futsal Hub,Clifton Block 4,Futsal,Outdoor,No,No,6 AM – 10 PM,3500 - 6000
Wave Padel Zone,Gulshan Block 10,Padel,Outdoor,No,No,6 AM – 10 PM,4000 - 8000
Vibe Swim Centre,Defence View,Swimming Pool,Mixed,Yes,No,4 PM – 1 AM,500 - 2000
Vibe Tennis DHA,DHA Phase 7,Tennis,Outdoor,No,No,8 AM – 8 PM,1500 - 4000
Orbit Basketball,North Nazimabad L,Basketball,Outdoor,No,No,6 AM – 10 PM,1000 - 3000
Vibe Padel DHA,DHA Phase 7,Padel,Outdoor,No,No,4 PM – 1 AM,4000 - 8000
Solid Padel Landhi,Landhi,Padel,Outdoor,No,No,8 AM – 8 PM,4000 - 8000
Power Swim Johar,Johar Block 12,Swimming Pool,Mixed,Yes,No,8 AM – 8 PM,500 - 2000
Zenith Basketball,FB Area Block 6,Basketball,Outdoor,No,No,6 AM – 10 PM,1000 - 3000
Core Badminton,Garden East,Badminton,Indoor,No,No,24 Hours,500 - 1500
Direct Padel Saddar,Saddar,Padel,Outdoor,No,No,4 PM – 1 AM,4000 - 8000
Iron Basketball,Garden West,Basketball,Outdoor,No,No,6 AM – 10 PM,1000 - 3000
Core Cricket DHA,DHA Phase 6,Cricket Academy,Outdoor,No,No,6 AM – 10 PM,2000 - 5000
Gold Swim Spot,Gulshan Block 10,Swimming Pool,Mixed,Yes,No,6 AM – 10 PM,500 - 2000
Silver Badminton,Garden West,Badminton,Indoor,No,No,8 AM – 8 PM,500 - 1500
Star Futsal Hub,Garden West,Futsal,Outdoor,No,No,4 PM – 1 AM,3500 - 6000
Peak Swim Clifton,Clifton Block 4,Swimming Pool,Mixed,Yes,No,7 AM – 11 PM,500 - 2000
Active Gym Surjani,Surjani Town,Gym,Indoor,No,Yes,7 AM – 11 PM,3000 - 15000
Ultimate Gym Johar,Gulistan-e-Johar,Gym,Indoor,No,Yes,24 Hours,3000 - 15000
Mega Futsal Arena,Baldia Town,Futsal,Outdoor,No,No,6 AM – 10 PM,3500 - 6000
Grand Basketball,North Nazimabad,Basketball,Outdoor,No,No,24 Hours,1000 - 3000
Quantum Swim,Surjani Town,Swimming Pool,Mixed,Yes,No,7 AM – 11 PM,500 - 2000
Active Football,Gulshan Block 7,Football,Outdoor,No,No,7 AM – 11 PM,4000 - 7000
Fit Gym Defence,Defence View,Gym,Indoor,No,Yes,7 AM – 11 PM,3000 - 15000
Peak Gym DHA 7,DHA Phase 7,Gym,Indoor,No,Yes,24 Hours,3000 - 15000
City TT Hub,Liaquatabad,Table Tennis,Indoor,No,No,7 AM – 11 PM,300 - 800
Swift Gym BHD,Bahadurabad,Gym,Indoor,No,Yes,8 AM – 10 PM,3000 - 15000
Royal Futsal TR,Tariq Road,Futsal,Outdoor,No,No,8 AM – 10 PM,3500 - 6000
Pro Swimming DHA,DHA Phase 7,Swimming Pool,Mixed,Yes,No,6 AM – 10 PM,500 - 2000
Mega Tennis TR,Tariq Road,Tennis,Outdoor,No,No,4 PM – 1 AM,1500 - 4000
Smart Swim TR,Tariq Road,Swimming Pool,Indoor,Yes,No,6 AM – 10 PM,500 - 2000
Elite Padel DHA 6,DHA Phase 6,Padel,Outdoor,No,No,24 Hours,4000 - 8000
Direct Gym Saddar,Saddar,Gym,Indoor,No,Yes,6 AM – 10 PM,3000 - 15000
Titan Padel NK,North Karachi 11,Padel,Outdoor,No,No,7 AM – 11 PM,4000 - 8000
Solid Swim Town,Surjani Town,Swimming Pool,Mixed,Yes,No,7 AM – 11 PM,500 - 2000
Gold Gym Gulshan,Gulshan Block 7,Gym,Indoor,No,Yes,7 AM – 11 PM,3000 - 15000
Master Padel NK,North Karachi 11,Padel,Outdoor,No,No,24 Hours,4000 - 8000
Active Gym G.East,Garden East,Gym,Indoor,No,Yes,6 AM – 10 PM,3000 - 15000
Swift Padel NK,North Karachi 11,Padel,Outdoor,No,No,8 AM – 8 PM,4000 - 8000
Grand Padel Tariq,Tariq Road,Padel,Outdoor,No,No,24 Hours,4000 - 8000
Mega Swim Johar,Johar Block 15,Swimming Pool,Mixed,Yes,No,6 AM – 10 PM,500 - 2000
Active Padel Gul,Gulshan Block 10,Padel,Outdoor,No,No,7 AM – 11 PM,4000 - 8000
Grand Gym Clifton,Clifton Block 1,Gym,Indoor,No,Yes,6 AM – 10 PM,3000 - 15000
Master Padel LQT,Liaquatabad,Padel,Outdoor,No,No,8 AM – 11 PM,4000 - 8000
Hyper Gym PECHS,PECHS Block 2,Gym,Indoor,No,Yes,24 Hours,3000 - 15000
Ultra TT Gulshan,Gulshan Block 7,Table Tennis,Indoor,No,No,7 AM – 11 PM,300 - 800
Core TT DHA 4,DHA Phase 4,Table Tennis,Indoor,No,No,7 AM – 11 PM,300 - 800
Hyper TT Johar,Johar Block 15,Table Tennis,Indoor,No,No,4 PM – 1 AM,300 - 800
Sigma Tennis CLF,Clifton Block 2,Tennis,Outdoor,No,No,7 AM – 11 PM,1500 - 4000
Quantum Football,DHA Phase 1,Football,Outdoor,No,No,6 AM – 10 PM,4000 - 7000
Delta TT Johar,Johar Block 1,Table Tennis,Indoor,No,No,6 AM – 10 PM,300 - 800
Sonic Padel DHA,DHA Phase 7,Padel,Outdoor,No,No,7 AM – 11 PM,4000 - 8000
Titan Football,Johar Block 15,Football,Outdoor,No,No,7 AM – 11 PM,4000 - 7000
Sonic Futsal DHA,DHA Phase 6,Futsal,Outdoor,No,No,24 Hours,3500 - 6000
Fusion Padel FBA,FB Area Block 15,Padel,Outdoor,No,No,6 AM – 10 PM,4000 - 8000
Mighty Cricket,Gulshan Block 1,Cricket Academy,Outdoor,No,No,6 AM – 10 PM,2000 - 5000
Master Gym NK,North Nazimabad L,Gym,Indoor,No,Yes,24 Hours,3000 - 15000
Alpha Gym MM,Mehmoodabad,Gym,Indoor,No,Yes,7 AM – 11 PM,3000 - 15000
Sigma Swim Saddar,Saddar,Swimming Pool,Mixed,Yes,No,7 AM – 11 PM,500 - 2000
Mighty Cricket TR,Tariq Road,Cricket Academy,Outdoor,No,No,4 PM – 1 AM,2000 - 5000
Master Swim DHA 4,DHA Phase 4,Swimming Pool,Mixed,Yes,No,4 PM – 1 AM,500 - 2000
Delta Padel Steel,Steel Town,Padel,Outdoor,No,No,7 AM – 11 PM,4000 - 8000
Sonic Swim LQT,Liaquatabad,Swimming Pool,Mixed,Yes,No,24 Hours,500 - 2000
Ultra Badminton 8,DHA Phase 8,Badminton,Indoor,No,No,24 Hours,500 - 1500
Alpha Padel NK,North Nazimabad B,Padel,Outdoor,No,No,4 PM – 1 AM,4000 - 8000
Titan TT Baldia,Baldia Town,Table Tennis,Indoor,No,No,24 Hours,300 - 800
Mighty Padel NV,Naval Colony,Padel,Outdoor,No,No,24 Hours,4000 - 8000
Vibe Gym Surjani,Surjani Town,Gym,Indoor,No,Yes,4 PM – 1 AM,3000 - 15000
Sonic Basketball,FB Area Block 6,Basketball,Outdoor,No,No,4 PM – 1 AM,1000 - 3000
Super Gym Model,Model Colony,Gym,Indoor,No,Yes,4 PM – 1 AM,3000 - 15000
Solid Padel DHA 4,DHA Phase 4,Padel,Outdoor,No,No,6 AM – 10 PM,4000 - 8000
Rapid Padel FBA,FB Area Block 15,Padel,Outdoor,No,No,4 PM – 1 AM,4000 - 8000
Star Cricket Gul7,Gulshan Block 7,Cricket Academy,Outdoor,No,No,6 AM – 10 PM,2000 - 5000
Elite Football 8,DHA Phase 8,Football,Outdoor,No,No,24 Hours,4000 - 8000
Orbit Futsal MM,Mehmoodabad,Futsal,Outdoor,No,No,6 AM – 10 PM,3500 - 6000
Fusion Basketball,NK Sector 11,Basketball,Outdoor,No,No,24 Hours,1000 - 3000
Omega Padel DHA 6,DHA Phase 6,Padel,Outdoor,No,No,24 Hours,4000 - 8000
Grand Gym NK 11,North Karachi 11,Gym,Indoor,No,Yes,4 PM – 1 AM,3000 - 15000
Elite Futsal CLF9,Clifton Block 9,Futsal,Outdoor,No,No,24 Hours,2000 - 4000
Power Futsal Gul1,Gulshan Block 1,Futsal,Outdoor,No,No,6 AM – 10 PM,3500 - 6000
Solid Cricket NV,Naval Colony,Cricket Academy,Outdoor,No,No,7 AM – 11 PM,2000 - 5000
Star Badminton P2,PECHS Block 2,Badminton,Indoor,No,No,7 AM – 11 PM,500 - 1500
Direct TT Arena,Saddar,Table Tennis,Indoor,No,No,7 AM – 11 PM,300 - 800
Titan Gym Johar,Johar Block 15,Gym,Indoor,No,Yes,4 PM – 1 AM,3000 - 15000
Active Football 1,Gulistan-e-Johar 1,Football,Outdoor,No,No,8 AM – 10 PM,4000 - 7000
Zenith TT DHA 8,DHA Phase 8,Table Tennis,Indoor,No,No,6 AM – 10 PM,300 - 800
Core TT PECHS 3,PECHS Block 3,Table Tennis,Indoor,No,No,4 PM – 1 AM,300 - 800
Rapid Futsal SM,Sindhi Muslim,Futsal,Outdoor,No,No,7 AM – 11 PM,3500 - 6000
Titan Cricket P6,PECHS Block 6,Cricket Academy,Outdoor,No,No,6 AM – 10 PM,2000 - 5000
Solid Tennis NK,North Nazimabad L,Tennis,Outdoor,No,No,7 AM – 11 PM,1500 - 4000
Iron Tennis DHA 8,DHA Phase 8,Tennis,Outdoor,No,No,6 AM – 10 PM,1500 - 4000
Turbo Gym TR,Tariq Road,Gym,Indoor,No,Yes,6 AM – 10 PM,3000 - 15000
Mighty Padel DHA5,DHA Phase 5,Padel,Outdoor,No,No,7 AM – 11 PM,4000 - 8000
Active Padel BHD,Bahadurabad,Padel,Outdoor,No,No,6 AM – 10 PM,2000 - 4000
Dynamic Tennis 1,DHA Phase 1,Tennis,Outdoor,No,No,6 AM – 10 PM,4000 - 8000
Swift Tennis CLF4,Clifton Block 4,Tennis,Outdoor,No,No,4 PM – 1 AM,3000 - 6000
Rapid Tennis Gul7,Gulshan Block 7,Tennis,Outdoor,No,No,6 AM – 10 PM,1500 - 4000
Elite Tennis NK,North Nazimabad B,Tennis,Outdoor,No,No,4 PM – 1 AM,1500 - 4000
Active Tennis KDA,KDA Scheme 1,Tennis,Outdoor,No,No,4 PM – 1 AM,3000 - 6000
Sigma Padel NK B,North Nazimabad B,Padel,Outdoor,No,No,4 PM – 1 AM,3000 - 6000
Ace Tennis Garden,Garden West,Tennis,Outdoor,No,No,6 AM – 10 PM,4000 - 8000
Prime Cricket NK,North Nazimabad B,Cricket Academy,Outdoor,No,No,8 AM – 8 PM,2000 - 5000
Grand Football NK,North Karachi 11,Football,Outdoor,No,No,6 AM – 10 PM,4000 - 7000
Direct Padel NK B,North Nazimabad B,Padel,Outdoor,No,No,4 PM – 1 AM,4000 - 8000
Fit Futsal PECHS,PECHS Block 6,Futsal,Outdoor,No,No,6 AM – 10 PM,3500 - 6000
Ace Cricket NK B,North Nazimabad B,Cricket Academy,Outdoor,No,No,8 AM – 10 PM,2000 - 5000
Delta Badminton,Defence View,Badminton,Indoor,No,No,6 AM – 10 PM,500 - 1500
Swift Basketball,North Nazimabad M,Basketball,Outdoor,No,No,24 Hours,1000 - 3000
Solid Padel Saddar,Saddar,Padel,Outdoor,No,No,6 AM – 10 PM,4000 - 8000
Star Futsal G.West,Garden West,Futsal,Outdoor,No,No,4 PM – 1 AM,3500 - 6000
Smart Futsal NK,North Karachi 11,Futsal,Outdoor,No,No,4 PM – 1 AM,4000 - 8000
Mega Padel DHA 4,DHA Phase 4,Padel,Outdoor,No,No,24 Hours,4000 - 8000
Ace Gym G.East,Garden East,Gym,Indoor,No,Yes,24 Hours,3000 - 15000
Active Futsal G.E,Garden East,Futsal,Outdoor,No,No,4 PM – 1 AM,3500 - 6000
Peak Basketball M,North Nazimabad M,Basketball,Outdoor,No,No,7 AM – 11 PM,3000 - 6000
Grand Cricket NV,Naval Colony,Cricket Academy,Outdoor,No,No,7 AM – 11 PM,2000 - 5000
Direct Gym NK L,North Nazimabad L,Gym,Indoor,No,Yes,24 Hours,3000 - 15000
Titan Futsal NK,North Karachi 11,Futsal,Outdoor,No,No,24 Hours,3500 - 6000
Pulse Badminton H,North Nazimabad H,Badminton,Indoor,No,No,7 AM – 11 PM,500 - 1500
Active Tennis TR,Tariq Road,Tennis,Outdoor,No,No,24 Hours,1500 - 4000
Omega Futsal NK,North Karachi 11,Futsal,Outdoor,No,No,24 Hours,3500 - 6000
Grand Basketball 4,DHA Phase 4,Basketball,Outdoor,No,No,24 Hours,2000 - 4000
Mighty Basketball,Garden East,Basketball,Outdoor,No,No,8 AM – 11 PM,1000 - 3000
Orbit Futsal MM,Mehmoodabad,Futsal,Outdoor,No,No,6 AM – 10 PM,3500 - 6000
Flash Football J1,Gulistan-e-Johar 1,Football,Outdoor,No,No,24 Hours,4000 - 7000
Mighty Swim CLF 2,Clifton Block 2,Swimming Pool,Mixed,Yes,No,24 Hours,500 - 2000
Sigma Padel P6,PECHS Block 6,Padel,Outdoor,No,No,4 PM – 1 AM,3500 - 6000
Alpha Football GW,Garden West,Football,Outdoor,No,No,6 AM – 10 PM,4000 - 7000
Beta Swim P2,PECHS Block 2,Swimming Pool,Mixed,Yes,No,7 AM – 11 PM,500 - 2000
Sigma Basketball P6,PECHS Block 6,Basketball,Outdoor,No,No,24 Hours,1000 - 3000
Fusion TT Steel,Steel Town,Table Tennis,Indoor,No,No,6 AM – 10 PM,300 - 800
Gold Swim Hub J12,Johar Block 12,Swimming Pool,Mixed,Yes,No,4 PM – 1 AM,500 - 2000
Sonic TT Hub DHA5,DHA Phase 5,Table Tennis,Indoor,No,No,4 PM – 1 AM,300 - 800
Alpha Swim NK M,North Nazimabad M,Swimming Pool,Mixed,Yes,No,6 AM – 10 PM,500 - 2000
Titan Cricket P6,PECHS Block 6,Cricket Academy,Outdoor,No,No,6 AM – 10 PM,2000 - 5000
Delta Swim J12,Johar Block 12,Swimming Pool,Mixed,Yes,No,4 PM – 1 AM,500 - 2000
Sigma Swim Saddar,Saddar,Swimming Pool,Mixed,Yes,No,7 AM – 11 PM,500 - 2000
Omega Swim P6,PECHS Block 6,Swimming Pool,Mixed,Yes,No,7 AM – 11 PM,500 - 2000
Vector Swim BHD,Bahadurabad,Swimming Pool,Mixed,Yes,No,24 Hours,500 - 2000
Master Swim DHA 8,DHA Phase 8,Swimming Pool,Mixed,Yes,No,4 PM – 1 AM,500 - 2000
Power Basketball 1,DHA Phase 1,Basketball,Outdoor,No,No,6 AM – 10 PM,1000 - 3000
Star TT Arena P2,PECHS Block 2,Table Tennis,Indoor,No,No,4 PM – 1 AM,300 - 800
Vector Swim Steel,Steel Town,Swimming Pool,Mixed,Yes,No,8 AM – 11 PM,500 - 2000
Master TT Johar,Johar Block 15,Table Tennis,Indoor,No,No,24 Hours,300 - 800
Master Cricket C1,Clifton Block 1,Cricket Academy,Outdoor,No,No,24 Hours,2000 - 5000
Titan Cricket P4,Johar Block 4,Cricket Academy,Outdoor,No,No,6 AM – 10 PM,2000 - 5000
Sigma Swim FBA,FB Area Block 15,Swimming Pool,Mixed,Yes,No,6 AM – 10 PM,500 - 2000
Core Swim MM,Mehmoodabad,Swimming Pool,Mixed,Yes,No,24 Hours,500 - 2000
Direct Swim NK F,North Nazimabad F,Swimming Pool,Mixed,Yes,No,4 PM – 1 AM,500 - 2000
Orbit Swim NK F,North Nazimabad F,Swimming Pool,Mixed,Yes,No,24 Hours,500 - 2000
Pulse Cricket DHA7,DHA Phase 7,Cricket Academy,Outdoor,No,No,24 Hours,2000 - 5000
Super Swim DHA 8,DHA Phase 8,Swimming Pool,Mixed,Yes,No,7 AM – 11 PM,500 - 2000
Alpha Swim Gul15,Gulshan Block 15,Swimming Pool,Mixed,Yes,No,24 Hours,500 - 2000
Delta Swim Johar,Johar Block 12,Swimming Pool,Mixed,Yes,No,4 PM – 1 AM,500 - 2000
Sigma Cricket NV,Naval Colony,Cricket Academy,Outdoor,No,No,24 Hours,2000 - 5000
Star Cricket SM,Sindhi Muslim,Cricket Academy,Outdoor,No,No,24 Hours,2000 - 5000
Master Basketball NK,North Karachi 11,Basketball,Outdoor,No,No,24 Hours,1000 - 3000
Direct Swim NV,Naval Colony,Swimming Pool,Mixed,Yes,No,7 AM – 11 PM,500 - 2000
Titan Cricket NK,North Karachi 11,Cricket Academy,Outdoor,No,No,6 AM – 10 PM,2000 - 5000
Omega Basketball SM,Sindhi Muslim,Basketball,Outdoor,No,No,24 Hours,1000 - 3000
Solid Padel Steel,Steel Town,Padel,Outdoor,No,No,7 AM – 11 PM,4000 - 8000
Zenith Basketball GW,Garden West,Basketball,Outdoor,No,No,24 Hours,1000 - 3000
Iron Gym G.West,Garden West,Gym,Indoor,No,Yes,6 AM – 10 PM,3000 - 15000
Star Basketball J15,Johar Block 15,Basketball,Outdoor,No,No,7 AM – 11 PM,1000 - 3000
Pulse Tennis FBA,FB Area Block 6,Tennis,Outdoor,No,No,6 AM – 10 PM,1500 - 4000
Mighty Cricket NK,North Nazimabad M,Cricket Academy,Outdoor,No,No,7 AM – 11 PM,2000 - 5000
Beta Basketball TR,Tariq Road,Basketball,Outdoor,No,No,6 AM – 10 PM,1000 - 3000
Peak Tennis CLF 1,Clifton Block 1,Tennis,Outdoor,No,No,24 Hours,1500 - 4000
Gamma Cricket GW,Garden West,Cricket Academy,Outdoor,No,No,7 AM – 11 PM,2000 - 5000
Omega Tennis NK M,North Nazimabad M,Tennis,Outdoor,No,No,4 PM – 1 AM,1500 - 4000
Vector Swim NV,Naval Colony,Swimming Pool,Mixed,Yes,No,6 AM – 10 PM,500 - 2000
Delta TT CLF 5,Clifton Block 5,Table Tennis,Indoor,No,No,6 AM – 10 PM,300 - 800
Solid Cricket Saddar,Saddar,Cricket Academy,Outdoor,No,No,6 AM – 10 PM,2000 - 5000
Power Tennis NK 11,North Karachi 11,Tennis,Outdoor,No,No,24 Hours,1500 - 4000
Ultra Football NK,North Karachi 11,Football,Outdoor,No,No,24 Hours,4000 - 7000
Sonic Padel NV,Naval Colony,Padel,Outdoor,No,No,7 AM – 11 PM,4000 - 8000
Delta Football NK,North Karachi 11,Football,Outdoor,No,No,7 AM – 11 PM,4000 - 7000
Rapid Football TR,Tariq Road,Football,Outdoor,No,No,24 Hours,4000 - 7000
Titan Tennis Steel,Steel Town,Tennis,Outdoor,No,No,6 AM – 10 PM,1500 - 4000
Elite Football NV,Naval Colony,Football,Outdoor,No,No,4 PM – 1 AM,4000 - 7000
Active Football CLF,Clifton Block 2,Football,Outdoor,No,No,24 Hours,4000 - 7000
Omega Futsal CLF 2,Clifton Block 2,Futsal,Outdoor,No,No,24 Hours,3500 - 6000
Master Cricket LQT,Liaquatabad,Cricket Academy,Outdoor,No,No,7 AM – 11 PM,2000 - 5000
Flash Futsal NK 11,North Karachi 11,Futsal,Outdoor,No,No,24 Hours,3500 - 6000
Sonic Swim NV,Naval Colony,Swimming Pool,Mixed,Yes,No,24 Hours,500 - 2000
Titan Futsal NV,Naval Colony,Futsal,Outdoor,No,No,24 Hours,3500 - 6000
Flash Table Tennis Zone,Clifton Block 9,Table Tennis,Indoor,No,No,4:00 PM – 1:00 AM,300 - 800
Titan Badminton Complex,Clifton Block 5,Badminton,Indoor,No,No,4:00 PM – 1:00 AM,500 - 1500 
Wave Futsal Center,Steel Town,Futsal,Outdoor,No,No,8:00 AM – 8:00 PM,3500 - 6000 
Wave Tennis Complex,North Nazimabad M,Tennis,Outdoor,No,No,24 Hours,1500 - 4000
Zenith Padel Club,Gulshan Block 10,Padel,Outdoor,No,No,6:00 AM – 10:00 PM,4000 - 8000 
Silver Table Tennis,Johar Block 1,Table Tennis,Indoor,No,No,8:00 AM – 8:00 PM,300 - 800 
Titan Tennis Center,DHA Phase 8,Tennis,Outdoor,No,No,7:00 AM – 11:00 PM,1500 - 4000
Core Padel Pavilion,PECHS Block 2,Padel,Outdoor,No,No,7:00 AM – 11:00 PM,4000 - 8000 
Turbo Football Station,North Nazimabad H,Football,Outdoor,No,No,24 Hours,4000 - 7000 
Flash Basketball,Model Colony,Basketball,Outdoor,No,No,6:00 AM – 10:00 PM,1000 - 3000 
Rapid Badminton Courts,Garden West,Badminton,Indoor,No,No,8:00 AM – 8:00 PM,500 - 1500
Turbo Football Courts,Sindhi Muslim,Football,Outdoor,No,No,6:00 AM – 10:00 PM,4000 - 7000 
Power Padel Hub,Clifton Block 2,Padel,Outdoor,No,No,6:00 AM – 10:00 PM,4000 - 8000 
Titan Swimming Dome,DHA Phase 4,Swimming Pool,Mixed,Yes,No,7:00 AM – 11:00 PM,500 - 2000 
Wave Futsal Hub,DHA Phase 6,Futsal,Outdoor,No,No,24 Hours,3500 - 6000 
Rapid Basketball,Clifton Block 4,Basketball,Outdoor,No,No,24 Hours,1000 - 3000 
Power Tennis Center,Clifton Block 4,Tennis,Outdoor,No,No,6:00 AM – 10:00 PM,1500 - 4000 
Zenith Tennis Pavilion,DHA Phase 8,Tennis,Outdoor,No,No,6:00 AM – 10:00 PM,1500 - 4000 
Gold Football Complex,Saddar,Football,Outdoor,No,No,4:00 PM – 1:00 AM,4000 - 7000 
Turbo Table Tennis,Clifton Block 3,Table Tennis,Indoor,No,No,7:00 AM – 11:00 PM,300 - 800 
Quantum Football Spot,Model Colony,Football,Outdoor,No,No,7:00 AM – 11:00 PM,4000 - 7000
Pulse Padel Hub,DHA Phase 2,Padel,Outdoor,No,No,7:00 AM – 11:00 PM,4000 - 8000 
Solid Gym Hub,Tariq Road,Gym,Indoor,No,Yes,7:00 AM – 11:00 PM,3000 - 15000 
Core Gym Dome,Clifton Block 1,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,3000 - 15000
Wave Gym Complex,Gulshan Block 10,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,3000 - 15000
Zenith Futsal Center,Model Colony,Futsal,Outdoor,No,No,6:00 AM – 10:00 PM,3500 - 6000 
Orbit Badminton Spot,FB Area Block 6,Badminton,Indoor,No,No,8:00 AM – 8:00 PM,500 - 1500 
Pulse Badminton Dome,North Nazimabad H,Badminton,Indoor,No,No,24 Hours,500 - 1500 
Core Tennis Center,Liaquatabad,Tennis,Outdoor,No,No,7:00 AM – 11:00 PM,1500 - 4000 
Iron Futsal Pavilion,PECHS Block 3,Futsal,Outdoor,No,No,8:00 AM – 8:00 PM,3500 - 6000
Turbo Football Station,Defence View,Football,Outdoor,No,No,6:00 AM – 10:00 PM,4000 - 7000 
Star Basketball Center,PECHS Block 6,Basketball,Outdoor,No,No,6:00 AM – 10:00 PM,1000 - 3000
Solid Padel Dome,Gulshan Block 1,Padel,Outdoor,No,No,24 Hours,4000 - 8000
Turbo Table Tennis,PNS Karsaz,Table Tennis,Indoor,No,No,7:00 AM – 11:00 PM,300 - 800 
Wave Swimming Hub,North Nazimabad M,Swimming Pool,Mixed,Yes,No,6:00 AM – 10:00 PM,500 - 2000 
